event_id,project_id,name,event_date,location,description
2982,134,Medical Screening Camp,2021-07-24,"Sports Complex, Kyzylorda","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2983,229,Emergency Response Training,2021-06-11,"Convention Center, Semey","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2984,29,Fundraising Gala,2021-05-04,"Public Park, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2985,250,Voter Registration Drive,2024-09-12,"Public Park, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2986,223,Book Donation Drive,2022-09-01,"Conference Hall, Pavlodar","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2987,288,Agricultural Training,2023-05-17,"Public Park, Karaganda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2988,54,Legal Aid Clinic,2022-08-28,"NGO Office, Taraz","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
2989,83,Legal Aid Clinic,2022-01-03,"City Hall, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2990,128,Food Distribution,2022-09-05,"City Hall, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2991,187,Senior Citizens Social,2022-02-23,"Conference Hall, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
2992,24,School Supply Distribution,2022-09-02,"Convention Center, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2993,69,Medical Screening Camp,2024-02-03,"NGO Office, Kostanay","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
2994,215,Sports Tournament,2022-04-06,"Cultural Center, Karaganda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
2995,91,Senior Citizens Social,2021-09-18,"City Hall, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
2996,268,Emergency Response Training,2024-09-09,"City Hall, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
2997,183,Volunteer Orientation,2023-04-05,"City Hall, Pavlodar","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
2998,227,Community Health Fair,2020-08-27,"Sports Complex, Oskemen","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
2999,183,Art Exhibition,2020-02-04,"Cultural Center, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3000,224,Medical Screening Camp,2021-04-02,"Town Square, Oskemen","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3001,147,Anti-Trafficking Campaign,2023-08-05,"Conference Hall, Semey","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3002,213,First Aid Training,2023-08-01,"Sports Complex, Petropavl","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3003,240,Food Distribution,2022-11-14,"Public Park, Taraz","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3004,134,Disaster Preparedness Drill,2022-05-14,"Sports Complex, Kyzylorda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3005,123,Community Health Fair,2021-09-22,"Community Center, Shymkent","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3006,60,Emergency Response Training,2023-02-16,"Conference Hall, Atyrau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3007,193,Youth Leadership Summit,2024-12-10,"Town Square, Kostanay","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3008,107,Book Donation Drive,2024-06-12,"Town Square, Petropavl","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3009,289,Vaccination Campaign,2024-03-01,"Community Center, Aktau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3010,175,Food Distribution,2024-10-03,"Public Park, Aktobe","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3011,289,Charity Concert,2021-11-17,"Community Center, Pavlodar","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3012,298,Women's Empowerment Conference,2022-08-18,"Town Square, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3013,74,Blood Donation Drive,2020-09-04,"Town Square, Karaganda","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3014,205,Renewable Energy Exhibition,2023-01-08,"Public Park, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3015,13,Family Planning Seminar,2020-08-05,"Cultural Center, Taraz","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3016,284,Blood Donation Drive,2022-10-17,"NGO Office, Oral","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3017,27,Sports Tournament,2022-06-08,"Town Square, Petropavl","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3018,89,First Aid Training,2023-05-01,"Convention Center, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3019,200,Disaster Preparedness Drill,2023-12-24,"Conference Hall, Taraz","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3020,249,First Aid Training,2023-05-19,"University Auditorium, Almaty","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3021,252,Legal Aid Clinic,2021-03-11,"Convention Center, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3022,29,Senior Citizens Social,2022-07-20,"NGO Office, Petropavl","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3023,210,Art Exhibition,2020-05-10,"University Auditorium, Taraz","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3024,294,Disaster Preparedness Drill,2023-10-28,"Community Center, Aktau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3025,155,Financial Literacy Seminar,2020-12-18,"Town Square, Almaty","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3026,129,School Supply Distribution,2021-02-09,"Convention Center, Atyrau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3027,69,Mental Health Workshop,2021-01-26,"Sports Complex, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3028,287,Volunteer Orientation,2023-03-07,"Community Center, Semey","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3029,219,Children's Day Celebration,2022-05-03,"Conference Hall, Shymkent","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3030,43,Family Planning Seminar,2022-09-07,"University Auditorium, Almaty","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3031,249,Public Health Lecture,2024-06-10,"Public Park, Shymkent","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3032,230,Entrepreneurship Workshop,2022-05-04,"Sports Complex, Semey","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3033,256,Financial Literacy Seminar,2024-11-23,"University Auditorium, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3034,120,School Supply Distribution,2021-07-06,"City Hall, Aktau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3035,5,Senior Citizens Social,2021-12-26,"Town Square, Aktau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3036,154,Scholarship Award Ceremony,2023-08-08,"Town Square, Aktau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3037,215,Public Health Lecture,2024-01-10,"Convention Center, Pavlodar","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3038,290,Vaccination Campaign,2022-10-14,"NGO Office, Karaganda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3039,98,Blood Donation Drive,2024-05-23,"Conference Hall, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3040,194,Town Hall Meeting,2022-08-10,"Town Square, Oral","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3041,221,Technology Workshop,2022-05-16,"NGO Office, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3042,251,Charity Concert,2020-04-01,"Community Center, Aktobe","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3043,266,Medical Screening Camp,2021-04-08,"Town Square, Atyrau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3044,64,Environmental Clean-Up,2020-06-05,"NGO Office, Astana","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3045,17,Skills Training Session,2024-04-16,"Cultural Center, Oskemen","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3046,167,Community Health Fair,2024-03-11,"Sports Complex, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3047,114,Tree Planting Campaign,2023-03-18,"Convention Center, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3048,153,School Supply Distribution,2024-01-07,"Convention Center, Taraz","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3049,182,Vaccination Campaign,2020-08-17,"Public Park, Aktau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3050,285,Agricultural Training,2024-05-19,"Sports Complex, Karaganda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3051,138,Cooking Class,2021-01-11,"NGO Office, Karaganda","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3052,178,Youth Leadership Summit,2022-11-15,"Conference Hall, Shymkent","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3053,176,Women's Empowerment Conference,2021-04-19,"University Auditorium, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3054,169,Volunteer Orientation,2020-06-03,"City Hall, Petropavl","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3055,271,Blood Donation Drive,2020-08-16,"Public Park, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3056,257,Career Fair,2020-10-27,"Cultural Center, Astana","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3057,47,Town Hall Meeting,2022-04-23,"Sports Complex, Aktau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3058,5,Disaster Preparedness Drill,2021-03-12,"Convention Center, Karaganda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3059,268,Community Health Fair,2021-11-27,"Convention Center, Shymkent","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3060,81,First Aid Training,2024-11-22,"City Hall, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3061,132,Women's Empowerment Conference,2021-01-24,"Sports Complex, Shymkent","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3062,280,Disaster Preparedness Drill,2023-01-01,"City Hall, Aktau","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3063,54,Women's Empowerment Conference,2023-02-04,"Community Center, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3064,234,Agricultural Training,2023-01-13,"NGO Office, Pavlodar","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3065,127,Anti-Trafficking Campaign,2023-10-27,"Conference Hall, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3066,140,Fundraising Gala,2023-01-24,"Community Center, Petropavl","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3067,169,Public Health Lecture,2024-07-22,"NGO Office, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3068,64,Book Donation Drive,2023-08-24,"Cultural Center, Aktau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3069,37,Tree Planting Campaign,2020-10-26,"Sports Complex, Atyrau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3070,294,Youth Leadership Summit,2022-10-02,"Conference Hall, Semey","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3071,128,Book Donation Drive,2021-08-27,"Public Park, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3072,47,Environmental Clean-Up,2023-02-01,"University Auditorium, Oskemen","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3073,167,Agricultural Training,2020-11-15,"NGO Office, Astana","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3074,120,Book Donation Drive,2024-07-12,"Sports Complex, Karaganda","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3075,219,Art Exhibition,2024-03-12,"Town Square, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3076,250,Community Health Fair,2022-12-17,"Public Park, Astana","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3077,193,Volunteer Orientation,2024-01-08,"Cultural Center, Aktau","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3078,222,Anti-Trafficking Campaign,2024-08-22,"City Hall, Taraz","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3079,143,Financial Literacy Seminar,2020-09-26,"Public Park, Petropavl","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3080,31,Renewable Energy Exhibition,2023-12-11,"NGO Office, Aktobe","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3081,132,Fundraising Gala,2022-11-08,"Town Square, Semey","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3082,158,Vaccination Campaign,2024-01-16,"Sports Complex, Aktobe","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3083,52,Book Donation Drive,2023-03-24,"Sports Complex, Aktau","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3084,285,Tree Planting Campaign,2021-03-22,"Conference Hall, Kostanay","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3085,210,Art Exhibition,2023-05-10,"Convention Center, Astana","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3086,171,Women's Empowerment Conference,2024-09-02,"NGO Office, Pavlodar","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3087,171,Scholarship Award Ceremony,2021-02-13,"Community Center, Astana","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3088,40,Food Distribution,2023-06-16,"Community Center, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3089,7,Entrepreneurship Workshop,2024-11-15,"Town Square, Almaty","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3090,190,Family Planning Seminar,2022-02-13,"NGO Office, Karaganda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3091,101,Medical Screening Camp,2023-10-22,"University Auditorium, Oral","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3092,290,Anti-Trafficking Campaign,2022-05-18,"Public Park, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3093,250,Charity Concert,2023-11-09,"Conference Hall, Pavlodar","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3094,17,Art Exhibition,2023-02-26,"Conference Hall, Kostanay","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3095,12,Environmental Film Screening,2022-10-27,"Conference Hall, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3096,98,Food Distribution,2020-10-25,"Public Park, Kostanay","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3097,91,Senior Citizens Social,2022-09-15,"Conference Hall, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3098,280,Community Health Fair,2022-04-20,"Conference Hall, Taraz","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3099,81,Disaster Preparedness Drill,2021-03-10,"Sports Complex, Kyzylorda","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3100,97,Women's Empowerment Conference,2021-11-11,"Conference Hall, Aktau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3101,239,Family Planning Seminar,2023-06-28,"City Hall, Shymkent","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3102,82,Book Donation Drive,2021-09-22,"Sports Complex, Atyrau","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3103,259,First Aid Training,2020-10-20,"NGO Office, Almaty","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3104,55,Anti-Trafficking Campaign,2021-08-02,"NGO Office, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3105,28,Sports Tournament,2020-10-11,"Community Center, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3106,121,Legal Aid Clinic,2022-07-11,"Cultural Center, Aktobe","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3107,220,Entrepreneurship Workshop,2020-08-24,"Sports Complex, Atyrau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3108,272,Sports Tournament,2023-05-11,"University Auditorium, Semey","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3109,116,Scholarship Award Ceremony,2024-08-21,"Cultural Center, Oskemen","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3110,142,Tree Planting Campaign,2021-07-14,"Cultural Center, Astana","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3111,52,Legal Aid Clinic,2020-11-16,"NGO Office, Oral","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3112,188,Cultural Festival,2023-04-18,"Public Park, Atyrau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3113,106,Senior Citizens Social,2023-08-25,"Public Park, Oral","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3114,198,Art Exhibition,2020-01-14,"City Hall, Kyzylorda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3115,260,Public Health Lecture,2024-03-24,"NGO Office, Astana","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3116,265,Senior Citizens Social,2023-10-16,"Public Park, Aktau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3117,7,Cooking Class,2021-04-26,"Conference Hall, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3118,270,Technology Workshop,2023-07-24,"City Hall, Oskemen","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3119,294,Renewable Energy Exhibition,2023-08-18,"University Auditorium, Taraz","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3120,108,School Supply Distribution,2022-03-18,"University Auditorium, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3121,38,Technology Workshop,2023-03-24,"Conference Hall, Oskemen","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3122,175,Technology Workshop,2020-08-10,"Public Park, Aktau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3123,152,Public Health Lecture,2023-01-08,"University Auditorium, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3124,283,Fundraising Gala,2020-01-10,"NGO Office, Taraz","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3125,145,Family Planning Seminar,2024-12-06,"Cultural Center, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3126,290,First Aid Training,2024-09-12,"City Hall, Kyzylorda","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3127,273,Senior Citizens Social,2020-10-20,"Sports Complex, Oskemen","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3128,104,Environmental Film Screening,2024-09-01,"City Hall, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3129,15,Book Donation Drive,2022-07-21,"Public Park, Astana","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3130,136,Disaster Preparedness Drill,2020-02-04,"Cultural Center, Shymkent","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3131,5,Children's Day Celebration,2024-03-17,"Town Square, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3132,217,Sports Tournament,2023-07-07,"University Auditorium, Kostanay","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3133,300,Environmental Clean-Up,2021-09-16,"Town Square, Oral","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3134,194,Renewable Energy Exhibition,2022-06-18,"Public Park, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3135,117,Technology Workshop,2023-12-01,"University Auditorium, Shymkent","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3136,102,Legal Aid Clinic,2022-02-22,"Conference Hall, Pavlodar","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3137,51,Charity Concert,2023-03-08,"Public Park, Kostanay","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3138,286,Cultural Festival,2021-03-08,"City Hall, Taraz","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3139,142,Legal Aid Clinic,2022-06-27,"University Auditorium, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3140,132,Emergency Response Training,2021-07-15,"Convention Center, Oskemen","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3141,161,Public Health Lecture,2023-02-01,"Conference Hall, Kostanay","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3142,275,Youth Leadership Summit,2021-07-05,"City Hall, Taraz","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3143,128,Legal Aid Clinic,2023-12-08,"Conference Hall, Almaty","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3144,108,Voter Registration Drive,2022-11-16,"University Auditorium, Aktobe","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3145,243,Family Planning Seminar,2020-07-13,"Community Center, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3146,173,Skills Training Session,2022-03-19,"Cultural Center, Atyrau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3147,46,Career Fair,2021-06-01,"Conference Hall, Kyzylorda","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3148,248,Youth Leadership Summit,2023-03-11,"Conference Hall, Pavlodar","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3149,263,Food Distribution,2022-12-23,"University Auditorium, Astana","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3150,288,Youth Leadership Summit,2021-10-26,"University Auditorium, Almaty","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3151,197,Anti-Trafficking Campaign,2021-10-27,"City Hall, Shymkent","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3152,253,Youth Leadership Summit,2021-08-10,"City Hall, Oskemen","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3153,53,Women's Empowerment Conference,2022-09-17,"Cultural Center, Aktau","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3154,210,Tree Planting Campaign,2023-03-28,"Town Square, Aktau","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3155,2,Women's Empowerment Conference,2022-09-17,"Convention Center, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3156,111,Cooking Class,2022-03-06,"City Hall, Kyzylorda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3157,61,Financial Literacy Seminar,2021-12-01,"Public Park, Almaty","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3158,240,Public Health Lecture,2022-04-08,"Public Park, Almaty","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3159,201,School Supply Distribution,2023-08-23,"Public Park, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3160,296,Environmental Film Screening,2023-06-17,"Cultural Center, Shymkent","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3161,258,Technology Workshop,2020-12-24,"Community Center, Shymkent","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3162,242,Legal Aid Clinic,2021-06-05,"Town Square, Almaty","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3163,53,Children's Day Celebration,2021-04-01,"Convention Center, Atyrau","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3164,89,Book Donation Drive,2024-07-05,"Cultural Center, Astana","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3165,123,Tree Planting Campaign,2022-04-21,"NGO Office, Kostanay","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3166,166,Family Planning Seminar,2021-11-11,"Convention Center, Aktobe","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3167,80,Scholarship Award Ceremony,2022-04-23,"Sports Complex, Atyrau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3168,13,Art Exhibition,2021-08-13,"Conference Hall, Atyrau","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3169,216,Food Distribution,2024-06-16,"Convention Center, Atyrau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3170,293,Town Hall Meeting,2023-02-16,"Convention Center, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3171,143,Disaster Preparedness Drill,2020-02-17,"Sports Complex, Kostanay","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3172,78,Volunteer Orientation,2020-06-08,"Conference Hall, Kostanay","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3173,48,Renewable Energy Exhibition,2024-11-07,"Conference Hall, Shymkent","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3174,222,Voter Registration Drive,2023-07-25,"Community Center, Taraz","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3175,3,Educational Seminar,2024-12-23,"Conference Hall, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3176,280,School Supply Distribution,2023-09-27,"University Auditorium, Oral","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3177,65,Entrepreneurship Workshop,2024-01-27,"Town Square, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3178,158,Senior Citizens Social,2023-01-07,"Sports Complex, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3179,247,Technology Workshop,2021-08-06,"Cultural Center, Shymkent","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3180,200,Medical Screening Camp,2023-11-18,"Community Center, Oskemen","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3181,103,Fundraising Gala,2021-10-15,"University Auditorium, Astana","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3182,220,Children's Day Celebration,2023-10-28,"Conference Hall, Kyzylorda","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3183,70,Technology Workshop,2024-10-10,"Public Park, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3184,154,Public Health Lecture,2022-12-10,"Conference Hall, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
